EL1: Electronic Ladder,A1: P1 B10,B1: P1 F1,C1: P2 12,D1: P3 A4,E1: P3 B11,F1: P3 D6,G1: P3 F1,H1: P3 H8,A2: P4 C4
7.999272,116.8977,96.20319,918.7554,57.52222,111.618,157.1582,0,0,10.01869
8.483399,117.086,95.74596,882.4368,57.78691,111.202,156.6474,0,0.02850723,16.59297
9.100471,117.7257,95.13431,839.2188,58.17201,110.5458,155.937,0,0,24.27126
9.723855,118.6939,94.49121,789.9808,58.84475,109.93,154.9337,0,0,33.63301
10.54847,120.0584,93.40379,734.3079,59.77983,108.9555,153.4386,0,0,44.83823
11.37495,121.7404,92.51665,677.3343,61.09278,107.9303,152.0894,0,0,57.90401
12.50006,123.5697,91.75411,619.0909,62.77058,106.7919,150.7178,0,0,72.96012
13.92115,125.4769,90.8437,558.2158,64.86866,105.6296,149.3698,0,0,90.04357
15.43674,127.4494,90.07271,501.3306,67.37042,104.4037,148.1927,0,0,109.2397
17.24239,129.516,89.21496,448.0189,70.29565,103.1814,147.6712,0.006805897,0,131.2767
19.26184,131.3044,88.60802,399.1115,73.63975,101.8173,147.7565,0.03675699,0,156.1971
21.67051,132.7959,88.04961,353.806,77.30134,100.4196,148.2365,0,0,183.5631
24.47736,133.9617,87.53859,314.4993,81.22839,99.1119,149.2139,0,0,213.8562
27.67189,134.9617,87.3331,278.8374,85.26384,97.93061,151.2174,0,0,245.0947
31.58931,135.815,87.22145,249.227,89.44398,96.74022,154.2729,0,0,279.2792
35.96396,136.3893,87.65107,222.4315,93.6062,95.60677,158.6867,0,0,316.7689
40.95355,136.7364,88.47624,198.176,97.64999,94.61305,163.8683,0,0,358.7614
46.12794,136.6436,89.38056,176.886,101.5965,93.558,170.1256,0,0,403.2221
51.64317,136.2345,90.59255,158.9671,105.2592,92.69415,176.9365,0,0,450.1643
57.59286,135.8413,91.9921,144.0588,108.2665,91.81187,184.653,0,0,499.9834
63.7354,135.2882,93.7411,131.4969,110.8214,90.88409,193.2784,0,0,551.2129
69.85553,134.3372,95.24767,120.9422,112.8696,90.02229,201.3495,0,0,603.5319
75.89359,133.474,96.81641,112.0856,114.4137,89.4138,209.4869,0,0,655.454
81.78076,132.6471,98.28877,104.6025,115.4676,88.91135,217.6214,0,0,704.262
87.19453,131.7014,99.38911,98.31299,115.8334,88.39642,224.9397,0,0,749.6045
91.76865,130.8869,100.1513,93.17297,115.6731,87.91747,231.6832,0,0,790.9134
95.54222,129.8423,100.6499,88.62225,115.0802,87.69337,236.632,0,1.030893,827.6453
98.08273,128.8556,100.8359,84.47943,114.0564,87.62385,240.4285,0,6.375105,855.7796
99.29156,128.1508,100.8812,81.13078,112.8034,87.78654,242.1271,0,13.32494,873.8956
99.06339,127.4544,100.6155,77.99541,111.0431,87.91899,241.9534,0,21.92036,881.4371
97.45181,127.041,100.2543,75.30173,109.147,88.17461,240.2092,0,32.75556,878.7216
94.50578,126.7951,99.82201,72.90286,107.4069,88.44932,236.0902,0,46.05888,865.5281
90.77435,126.807,99.48611,71.06677,105.7362,88.70353,230.6732,0,61.35097,839.8827
86.22996,127.0333,99.42612,69.41309,104.4652,88.9575,223.9668,0,79.77701,803.9791
80.70927,127.5297,99.30043,68.10164,103.114,89.06388,215.7441,0,101.9805,756.6589
74.90852,128.2652,99.37387,66.98875,101.958,88.94891,206.6754,0,126.2892,702.6239
68.94247,128.8982,99.51249,66.07433,101.0668,88.68793,196.7542,0,154.6654,644.1828
62.84081,129.969,99.86742,65.44841,100.1756,88.40912,186.9561,0,186.0169,582.0856
56.55688,131.2146,100.2328,65.20308,99.51852,87.93909,177.3348,0,221.4394,518.9422
50.46388,132.4699,100.5321,65.06895,99.0125,87.33063,168.3483,2.026522,261.2221,458.7171
44.74711,134.2379,100.9033,65.29745,98.66732,86.63816,160.1647,5.723753,304.806,403.7397
39.44721,136.1903,101.2844,65.82312,98.54052,85.90441,152.7796,10.27483,353.2531,353.3563
34.87772,138.3103,101.4857,66.68968,98.35794,85.15652,146.4632,15.58891,406.8067,308.1332
30.95333,140.4308,101.9427,67.65617,98.31909,84.2354,140.9418,21.81742,463.499,269.5031
27.34794,142.8508,102.2007,68.81093,98.36156,83.36632,135.8095,28.77465,524.6575,235.8483
24.55551,145.0208,102.447,70.00261,98.05253,82.39552,131.118,36.69905,584.3025,208.1023
22.37551,146.7172,102.5003,71.48615,97.72552,81.19784,126.8005,45.37597,646.7539,185.2009
20.65787,148.2356,102.6991,73.2018,97.11028,80.06336,122.8908,54.9977,711.1245,166.2164
19.16058,149.3758,102.6335,74.98334,96.40998,78.95131,119.2375,65.7179,773.6772,150.7752
18.21872,150.2505,102.7473,76.90573,95.70043,77.80972,115.807,77.33575,834.223,138.9853
17.438,150.7495,102.654,78.97379,94.83682,76.6215,112.2378,89.8846,890.6633,129.7225
16.86738,150.7887,102.4901,81.1694,93.73439,75.49516,108.7651,103.563,941.6315,122.0395
16.64213,150.4661,102.1341,83.43756,92.30087,74.39606,105.3952,118.2204,988.0646,116.0993
16.57688,149.6508,101.8517,85.61324,90.84006,73.1487,101.9081,134.1677,1023.879,111.2937
16.45852,148.6626,101.1276,87.59222,89.38412,72.13778,98.38618,151.2268,1048.724,107.3431
16.46589,147.1216,100.2103,89.51897,87.46029,71.14373,94.92242,169.707,1059.934,104.2899
16.63826,145.4069,99.01641,91.38643,85.67004,70.11457,91.58633,189.5917,1060.883,102.1046
16.67247,143.9912,97.73273,93.19746,83.90509,69.28384,88.32651,211.6151,1051.695,100.8381
16.84927,142.5755,95.99625,94.83514,82.21594,68.70945,85.23407,235.5312,1028.062,99.9184
17.22406,141.455,94.31667,96.41856,80.81173,68.19289,82.45714,259.9455,995.3359,99.72504
17.14243,140.5203,92.26232,97.73038,79.61861,67.67867,79.75589,286.3101,953.6312,100.1355
17.43853,139.6484,90.15537,99.02991,78.46281,67.11596,77.23343,315.4881,900.498,100.9252
17.82478,139.1058,87.83055,100.0458,77.47868,66.44232,75.02154,344.9292,844.6204,102.4001
17.96032,138.607,85.68513,100.9023,76.77834,65.77366,73.02174,376.8593,782.6271,104.4645
18.25215,138.0436,83.665,101.4032,76.18957,64.9351,70.94899,411.1697,719.2092,107.2242
18.41615,137.7829,81.99236,101.921,75.5649,64.12576,69.13733,447.91,655.3875,110.7192
18.5258,137.6638,80.62342,102.3548,75.26126,63.45669,67.49146,486.2106,594.0255,114.8008
18.76223,137.9442,79.63331,102.5905,75.16192,62.75594,66.07597,524.0682,535.6736,119.5113
19.05353,138.1661,78.86979,102.7249,75.30118,62.14591,64.76852,564.1556,480.1215,124.5699
19.16386,138.5385,78.54342,102.8216,75.78434,61.53688,63.54936,605.9164,431.0696,130.0791
19.16387,139.0881,78.46765,102.9215,76.47814,60.98986,62.24541,647.7903,387.5489,135.9924
19.28988,139.5994,78.42534,103.1147,77.42271,60.2866,61.01581,692.6373,346.7896,142.0535
19.35769,140.0745,78.41173,103.3956,78.59164,59.56794,59.91682,732.0195,313.6171,148.1874
19.3758,140.338,78.51736,104.0391,80.06387,58.80942,58.8007,773.0616,284.7332,154.6503
19.57454,140.2534,78.55334,104.8711,81.55752,57.95166,57.71528,812.4641,261.6408,160.8079
19.62598,140.0272,78.46221,106.1889,82.96024,57.13814,56.78957,845.8699,240.866,166.5133
19.78218,139.2982,78.2827,107.8508,84.4127,56.49267,56.05749,873.9152,224.4867,171.6734
20.18354,138.2435,77.81501,109.9445,85.72501,55.78024,55.52773,895.1563,209.8118,176.4468
20.41926,136.5667,77.24814,112.6507,86.94794,55.10173,55.30266,910.7422,197.0968,180.6112
20.65388,134.4128,76.60163,115.6949,87.71254,54.46181,55.03036,917.9139,187.1077,183.9513
21.04916,132.1427,75.89935,119.2437,88.13702,53.94927,54.63117,916.278,179.1127,186.8617
21.33175,129.4975,75.03922,123.1091,88.1665,53.35752,54.31408,906.3403,172.2143,188.8934
21.92436,126.8564,74.23028,127.504,87.8658,52.83817,53.98603,882.5558,167.2261,190.4105
22.47783,124.2037,73.50629,131.9404,87.30025,52.31188,53.62455,851.7167,163.4093,191.141
23.19967,121.7843,72.86491,136.3335,86.54173,51.94655,53.35439,813.8795,160.7054,191.2023
24.00547,119.769,72.45593,140.3398,85.71371,51.53669,52.98772,766.7986,158.6894,190.9217
24.92137,118.0672,72.31686,144.4483,85.00493,51.22802,52.7677,715.707,158.631,190.203
26.07762,116.6605,72.48772,148.2,84.4407,50.85706,52.444,661.4451,159.5435,189.2686
27.05424,115.365,73.12411,151.5643,84.05318,50.45058,52.3902,603.1505,161.5563,188.3388
28.35841,114.3157,73.99479,154.3539,83.53246,50.12467,51.99339,543.8925,164.6205,187.531
29.94373,113.644,75.11847,156.9649,82.97097,49.74252,51.51454,487.7285,168.407,187.4478
31.9086,113.2418,76.34077,158.7962,82.42391,49.36422,51.11053,433.7256,173.1558,187.9263
34.26385,113.0198,77.6283,160.2459,81.77844,48.90451,50.61504,382.6918,178.8683,189.4842
36.98215,112.8941,79.00761,160.9484,81.03758,48.48072,50.15993,336.9413,185.2056,191.9805
40.44484,112.8859,80.40549,161.0839,80.39466,48.07678,49.7217,298.3363,192.1674,196.5215
44.49338,113.0593,81.7561,160.6345,79.66855,47.69006,49.16963,263.8488,199.8232,202.2252
49.04794,113.361,83.19737,160.1411,78.96236,47.2742,48.52634,234.5379,208.2782,209.0125
54.35099,113.8893,84.84177,159.173,78.36628,46.80116,47.81333,209.685,217.2546,217.4241
60.32379,114.5043,86.53051,158.3474,77.80034,46.3784,47.0696,187.6764,226.5606,226.9365
67.59665,115.0841,88.24168,157.3345,77.24826,45.98328,46.12385,169.3034,235.8625,237.5538
76.28723,115.9364,89.78055,156.1904,76.67768,45.56532,45.0577,154.8843,244.7631,247.2528
86.51976,117.0309,91.36716,154.819,76.5084,45.17706,44.00486,143.4925,253.4385,257.1291
97.90131,117.9918,92.97909,153.6686,76.38795,44.7234,42.84451,134.0473,261.088,265.7215
110.6739,119.2243,94.59786,152.426,76.46375,44.30613,41.63563,126.7438,267.9055,273.2107
125.2747,120.4641,96.02013,151.1716,76.82539,43.80823,40.36327,120.7942,273.6895,279.5906
140.65,121.8066,97.44574,150.1695,77.12714,43.45425,39.3114,116.185,278.4637,283.8329
156.6973,123.3579,98.87529,149.3441,77.49493,42.98463,38.28668,113.1594,282.4937,286.2404
174.3146,124.7365,100.0969,148.6157,77.7398,42.57097,37.4728,111.1037,285.1866,286.8893
192.1764,126.0751,100.9303,148.0227,77.76554,42.26968,36.78231,110.2826,285.6067,285.0398
210.3529,127.2588,101.6248,147.2681,77.47682,41.87278,36.20449,110.775,285.0556,281.6639
229.0379,128.406,101.8362,146.3206,76.90453,41.53198,35.76826,112.1884,282.8335,274.7273
247.1249,129.4019,101.4645,145.2913,76.08327,41.08511,35.38523,114.5334,279.5424,267.0693
263.5541,129.9426,100.8119,144.1653,74.8326,40.62646,35.01894,117.723,275.3682,257.5685
278.7838,130.3429,99.85483,142.6692,73.31815,40.28181,34.48668,121.2474,269.3911,247.5432
292.334,130.7776,98.61528,140.9606,71.68752,39.75047,33.99625,125.1578,263.3504,237.8188
303.5136,131.1499,97.19041,139.1807,69.69725,39.30798,33.46559,129.3591,256.886,228.2621
312.692,131.5532,95.59199,137.3271,67.72054,38.83824,32.83333,133.9565,250.5344,219.2957
320.2479,132.0502,93.82285,135.4341,65.66898,38.35039,32.22581,138.3832,244.0055,211.2955
324.4709,132.9702,91.90829,133.3618,63.62124,37.95008,31.58181,142.8711,238.0464,204.1274
325.13,134.3842,90.09801,131.5732,61.6577,37.45596,30.91716,147.2752,233.5637,198.1797
321.8196,135.8397,88.1656,129.876,59.98054,36.94644,30.30744,151.3309,230.1473,192.281
314.2173,137.588,85.73684,128.6039,58.40004,36.46984,29.70058,154.8961,228.4945,187.825
301.6001,139.1079,83.5247,127.6817,57.13636,36.00557,29.19063,157.8829,228.4888,183.6035
285.5716,140.4903,81.47411,127.0372,56.1982,35.8021,28.66887,160.0775,228.8554,179.7865
266.1414,141.6115,79.56892,126.5343,55.41471,35.39422,28.2892,161.2039,230.8503,176.254
244.6514,142.2012,77.73759,126.4776,54.79216,35.08094,27.75956,161.4767,233.7136,172.8095
222.0472,142.2116,76.05856,126.8224,54.41651,34.8568,27.376,160.964,237.2986,169.4597
199.2599,141.8472,74.50201,127.3131,54.1408,34.55001,27.01114,159.8311,241.0376,166.1737
177.1982,141.0781,73.09849,127.7747,53.95939,34.45544,26.76363,158.5278,245.5978,162.7939
155.8681,139.8076,71.81364,128.687,53.74274,34.13522,26.41151,156.9744,249.7205,159.1703
135.7902,137.9775,70.82257,129.8936,53.6258,33.72705,26.07593,155.6218,253.6714,155.561
117.63,136.1543,69.66116,131.6138,53.48928,33.39963,25.92381,154.4648,256.9149,152.2011
101.3451,133.7491,68.63531,133.3825,53.30803,33.09401,25.61464,153.5593,258.9066,148.4913
87.3914,131.4198,67.79967,135.4021,53.23132,32.88881,25.42735,153.1851,259.5042,145.0066
75.58495,128.9769,67.16937,137.4252,53.13268,32.4844,25.23897,153.2136,257.9647,141.4388
65.88819,126.6975,66.63725,139.8582,53.18911,32.11213,24.99239,154.0896,255.391,138.1378
58.11989,124.8049,66.1838,142.2736,53.3535,31.77694,24.76036,155.9705,251.3222,135.2014
52.0619,123.1951,65.96403,144.2023,53.58891,31.468,24.58097,158.7831,245.1683,132.3177
47.68968,122.0455,66.03513,145.9661,53.92924,31.25509,24.4108,163.0253,238.6215,129.7687
44.34575,121.104,66.34185,147.5132,54.29412,30.86307,24.15521,167.7107,231.0258,127.5707
41.65612,120.4528,67.10913,148.3745,54.99425,30.48879,23.93046,173.2673,222.9651,125.7319
39.66372,120.011,67.95512,148.7733,55.67772,30.14161,23.89605,179.557,215.0472,124.1842
38.28231,119.4062,69.26646,148.4387,56.29277,29.98075,23.7107,184.6577,207.2176,122.9531
36.87449,119.1328,70.89052,147.3764,56.98059,29.86692,23.64617,189.5113,199.7171,121.9929
35.83654,119.1899,72.98849,145.9559,57.64016,29.63328,23.52469,193.9321,192.5901,121.3144
34.94268,119.3716,75.05554,144.4794,58.33014,29.44947,23.52272,197.2789,187.261,121.1824
34.24714,119.8327,77.48549,142.652,58.93199,29.206,23.41671,199.1534,182.498,121.6567
33.63666,120.1377,79.89541,140.7381,59.35777,28.87577,23.30322,199.5229,178.1609,122.2431
33.13741,120.537,82.13928,139.2501,59.79731,28.55991,23.08248,198.3433,174.1539,123.245
32.5499,120.9564,84.07797,137.9262,60.30003,28.29249,22.81829,194.9402,170.5166,124.3677
31.83706,121.1025,85.50031,136.6014,60.76871,27.97715,22.56306,190.3957,167.0725,125.2637
31.33617,121.195,86.06385,135.7743,61.23495,27.61878,22.51213,184.8266,163.857,126.1055
30.74152,121.0323,86.2196,135.1336,61.68258,27.3441,22.48535,177.2647,160.3617,126.5371
30.1513,120.7718,85.50159,134.3638,62.11984,27.07956,22.44633,169.6052,156.5439,126.0425
29.65636,120.8108,84.33915,133.715,62.54647,26.78904,22.3599,161.7259,152.5566,124.9951
29.13369,120.9506,82.69427,133.0435,62.81628,26.48118,22.38751,153.7696,148.8113,123.3568
29.03858,121.5789,80.98956,132.3184,62.93231,26.15226,22.31003,146.026,144.5233,121.1026
28.80333,122.2903,79.20599,131.8443,62.76385,25.73903,22.12007,138.9032,140.2123,118.4714
28.68405,123.658,77.62329,131.3671,62.40409,25.32211,21.98211,132.3063,135.4929,115.546
28.53453,125.2846,76.03251,131.1653,61.70589,25.14588,21.60525,126.4919,131.0624,112.375
28.3835,127.1292,74.6053,131.0915,60.61203,24.90075,21.27193,121.5304,126.9229,109.2925
28.41796,129.1916,73.36214,131.3535,59.44727,24.70512,21.05311,117.3377,122.9303,106.7505
28.3785,130.7157,72.44294,131.7923,58.15413,24.4633,20.80147,113.7094,119.3488,104.4209
28.49684,131.4097,71.48795,132.3311,56.81067,24.19936,20.48276,110.5754,116.1767,102.416
28.68027,131.2957,70.56633,132.7637,55.44092,24.03978,20.31989,107.3725,113.3526,100.8565
28.8009,130.1813,69.64518,133.074,53.95906,23.78633,20.15952,104.3684,110.9585,99.57085
29.15866,128.0722,68.65444,133.5573,52.56895,23.50972,19.9424,101.308,108.9861,98.81551
29.19191,124.9399,67.68295,133.6698,51.01084,23.19095,19.72705,98.07552,107.6508,98.30917
29.2986,121.5599,66.60852,133.4083,49.53134,22.79609,19.56152,94.85355,106.8169,97.84813
29.56035,117.8937,65.30731,132.8474,47.89431,22.55195,19.19956,91.66982,106.3472,97.40147
29.79193,114.59,64.01157,131.8769,46.55953,22.16805,18.8483,88.46068,106.4891,97.04756
29.99135,111.7952,62.87963,130.4066,45.40282,21.91251,18.62216,85.43623,106.9905,96.66636
30.35151,109.492,61.8519,128.6957,44.36527,21.59276,18.39757,82.71573,108.0758,96.17484
30.71473,107.6006,60.91298,126.7364,43.4688,21.31325,18.33364,80.09993,109.1104,95.6774
31.33374,106.0071,60.22596,124.4697,42.8091,21.13565,18.52183,77.70872,110.0635,95.08392
31.8958,104.7632,59.74184,122.1593,42.20824,20.90022,18.63428,75.5789,110.9309,94.43671
32.6011,103.3847,59.4721,120.0176,41.81061,20.57685,18.81166,73.58075,111.5441,93.87152
33.20981,101.6436,59.39832,117.7624,41.46451,20.46089,19.0833,72.01023,111.9992,93.01692
34.07283,99.67193,59.18311,115.5883,41.14642,20.19706,19.19437,70.56376,112.0716,91.89591
35.05488,97.398,58.96376,113.6866,40.8096,19.95333,19.26038,69.41194,111.3426,90.63598
36.04663,94.96411,58.73701,112.1587,40.76593,19.65253,19.2729,68.66179,110.3092,89.07794
36.83076,92.3619,58.47595,110.9447,40.66639,19.4245,19.36933,68.16122,108.8053,87.25577
37.98085,89.85973,58.17106,110.0813,40.52208,19.26407,19.29903,67.95505,106.9311,85.28886
39.08854,87.42828,57.87554,109.5196,40.45426,19.18595,19.13228,67.89857,104.4795,83.1655
40.44449,85.44547,57.85246,109.1732,40.51923,19.10057,18.96466,68.09563,101.8426,80.95956
41.66251,83.88613,57.94234,109.0622,40.65479,19.00745,18.70126,68.417,99.40886,78.69823
43.2342,82.49278,58.21368,108.8201,40.76815,18.96617,18.36795,68.74077,97.14323,76.2552
44.89377,81.40202,58.51271,108.4516,41.02535,19.06282,18.05546,69.14505,95.18272,73.76483
46.91675,80.4973,58.76022,107.8937,41.34619,19.16259,17.70483,69.12881,93.43475,71.20457
48.89026,79.99068,59.08018,107.3367,41.90715,19.39818,17.53695,69.03935,91.90759,69.03354
51.3625,79.61266,59.51913,106.6497,42.60462,19.53509,17.37675,68.72081,90.92022,66.93189
55.00621,79.07209,59.82907,106.0559,43.31245,19.74164,17.38595,68.44671,90.13073,65.13087
60.78937,78.69566,60.02095,105.423,44.06549,19.94915,17.34537,68.14986,89.50168,63.45039
67.45579,78.25197,60.26736,105.1414,44.7148,20.28024,17.41845,67.71983,89.05116,61.97979
76.93469,77.88679,60.52605,104.9115,45.0996,20.51658,17.5506,67.55428,88.65476,60.72116
89.78162,77.32292,60.66835,104.9882,45.04002,20.65342,17.68385,67.26637,88.58765,59.65096
108.1065,76.71389,60.65949,105.2011,44.46946,20.79433,17.72383,67.00239,88.78176,58.54415
132.5022,76.35184,60.5472,105.5352,43.51758,20.83559,17.67755,66.93469,88.84982,57.65198
163.1454,76.09033,60.39076,105.8678,42.24124,20.84968,17.48726,66.83717,88.8395,56.69986
200.3711,76.23528,60.13447,106.3295,40.79744,20.75807,17.29287,66.97221,88.76999,56.01773
243.9467,76.68143,59.87199,106.9097,39.21449,20.56179,17.00039,67.29223,88.61478,55.24393
291.2039,77.40543,59.58308,107.5321,37.53042,20.39477,16.75543,67.86345,88.01858,54.41447
338.1341,78.55207,59.22067,108.4283,36.02347,20.20863,16.39571,68.42425,87.29272,53.77789
378.441,79.86906,59.03705,109.6602,34.71983,20.12542,16.06524,69.304,86.17203,53.3274
410.5762,81.18362,58.86725,110.9967,33.65471,20.0451,15.6497,70.29098,84.71133,52.86768
429.4778,82.30883,58.37984,112.4164,32.63548,20.00042,15.32207,71.07996,82.83547,52.63096
434.5762,83.12112,57.85149,114.1035,31.99818,19.9889,14.95212,71.93642,80.77605,52.45956
424.2587,83.94671,57.32776,116.0541,31.53735,19.90909,14.60453,72.73348,78.27736,52.46025
401.0224,84.49725,56.70954,117.983,31.23921,19.67883,14.3611,73.50617,75.58385,52.31522
367.8916,84.85373,55.98595,119.9374,31.06759,19.38726,14.18637,74.17801,72.8725,52.22236
328.8126,85.19263,55.32438,121.4003,30.86992,18.97676,14.14256,74.52628,70.09621,52.08652
286.2986,85.43718,54.664,122.4795,30.68081,18.49232,14.15327,74.62204,67.44384,51.92299
243.6584,85.62083,53.99305,122.9282,30.49815,17.9144,14.10144,74.45891,65.0601,51.95374
203.4726,85.81608,53.51475,122.7784,30.3367,17.22663,13.99249,74.06123,62.90261,51.94247
168.3684,85.8662,52.93629,121.8075,29.99757,16.58181,13.78276,73.15101,60.99583,51.79327
138.6168,85.99577,52.17607,120.0143,29.35043,16.00892,13.5426,71.81914,59.27773,51.94837
115.0981,86.04592,51.64146,117.7388,28.82677,15.48456,13.28563,69.99621,58.01113,52.08018
96.43207,86.25006,51.05828,114.9501,28.38657,15.02317,13.20057,68.02988,56.95108,52.17989
83.11102,86.15515,50.49355,111.7145,27.86979,14.58412,13.12403,65.98657,56.07908,52.19397
73.37795,85.77494,49.96207,108.2596,27.47152,14.27603,12.99403,63.98536,55.45332,52.11397
66.56516,85.10077,49.47281,104.6959,27.20514,13.95502,13.02399,61.89185,54.83079,52.0043
61.43027,83.86239,49.01504,100.9752,27.0172,13.74439,12.97485,60.18863,54.28608,51.64904
57.54845,82.00373,48.46712,97.04031,26.86025,13.52478,12.87201,58.64191,53.57178,51.06116
54.54342,79.84608,47.98012,93.40569,26.78246,13.25002,12.84542,57.41315,52.94961,50.37192
52.24219,77.38999,47.51119,90.01814,26.48696,13.09074,12.63243,56.40749,52.1893,49.3141
50.74192,74.8831,47.14951,86.92459,26.18935,12.89318,12.39574,55.5498,51.55216,48.32048
49.5243,72.62125,46.75607,84.14577,25.98709,12.81163,12.32238,54.81747,50.98199,47.16999
48.23606,70.60822,46.29359,81.43582,25.67531,12.60328,12.28597,54.28181,50.41298,45.85718
47.05144,68.96819,45.86366,79.33447,25.27095,12.39026,12.30233,53.92388,50.07059,44.59117
45.9033,67.68418,45.35147,77.6689,24.90174,12.25699,12.26289,53.64995,49.62488,43.24278
44.80546,66.73524,44.86359,76.48248,24.62786,12.15176,12.2885,53.34226,49.14806,42.05547
43.8345,65.98023,44.42411,75.49657,24.37539,12.08922,12.3238,53.09054,48.67642,40.92052
42.99827,65.19652,43.9594,74.99095,24.02012,11.96854,12.32041,52.82261,48.21451,39.83438
41.84529,64.61816,43.51893,74.95935,23.88028,11.78006,12.41907,52.65788,47.88956,38.97446
41.15577,63.92973,43.30624,75.58168,23.72612,11.63219,12.37955,52.37842,47.6387,37.93666
40.62458,63.15586,43.26345,77.12018,23.63256,11.41787,12.36912,52.34435,47.7261,37.2018
40.24195,62.64336,43.05488,79.46265,23.53505,11.31179,12.45766,52.35013,47.81892,36.5961
40.09595,61.89285,42.96214,82.64365,23.37212,11.08198,12.50859,52.50727,48.17044,36.28335
40.08971,61.17016,42.85514,87.01332,23.36904,10.9483,12.632,52.99632,48.78853,36.30476
40.16565,60.21925,42.64135,92.3656,23.32692,10.81066,12.81982,53.51044,49.36434,36.44537
40.27295,59.42833,42.29393,98.46046,23.4637,10.67527,13.00049,54.21038,50.03548,36.91611
40.27584,58.67786,41.77728,104.9136,23.6495,10.58847,13.24069,55.1993,50.68932,37.63201
40.3533,57.94043,41.22317,111.5374,23.74552,10.4725,13.29546,56.3569,51.22652,38.29311
39.90576,57.25079,40.51037,117.6093,24.13127,10.39435,13.51762,57.84255,51.69321,38.81975
39.52253,56.59091,39.98718,122.5634,24.33901,10.27522,13.59859,59.66972,51.92904,38.84093
39.328,56.20273,39.40205,125.7418,24.37846,10.22106,13.60857,61.97533,51.97408,38.60724
38.97767,55.88055,38.91924,126.5221,24.26762,10.17225,13.59936,64.44051,51.39333,37.89012
38.9377,55.36089,38.57767,125.0927,24.05245,10.15925,13.58383,67.06851,50.70255,36.94359
38.84604,54.75281,38.33723,121.7165,23.9809,10.12357,13.5139,69.72852,49.59989,35.70905
38.8927,54.0115,38.16111,116.8548,23.76521,10.04781,13.62759,72.10519,48.28294,34.51926
39.03972,53.1702,37.86989,111.0505,23.52885,9.96218,13.61983,73.97673,46.85583,33.48044
39.08849,52.43524,37.61526,105.1662,23.32698,9.839854,13.66157,75.15011,45.15953,32.89953
39.39025,51.64856,37.46552,100.0844,23.17844,9.792912,13.74019,75.57834,43.41094,32.49317
39.43625,50.83743,37.17888,95.81102,23.19218,9.806069,13.88646,75.42938,41.70099,32.12452
39.56673,50.15959,36.90284,92.60088,23.01667,9.789012,13.79779,74.39101,40.03381,31.85962
39.79207,49.67201,36.55343,90.24028,22.68647,9.743711,13.68237,72.68563,38.40179,31.4206
40.00423,49.03745,36.34355,88.82388,22.24607,9.708064,13.58051,70.46672,36.86167,30.97447
40.51925,48.55567,36.02565,87.94234,21.66725,9.616361,13.29705,67.92136,35.54301,30.30729
40.74812,48.27893,35.74986,87.53816,21.22467,9.555184,12.92533,65.22843,34.3086,29.35
41.04582,47.92846,35.49815,87.08241,20.709,9.405614,12.62606,62.5307,33.32241,28.48993
41.44083,47.45927,35.24462,86.50909,20.15411,9.273923,12.32591,59.71938,32.69991,27.51666
41.66561,47.04985,34.87999,85.56418,19.72243,9.048125,12.03017,56.84533,32.11024,26.72782
41.9361,46.73339,34.59112,84.24272,19.46535,8.965989,11.81638,54.23171,31.76178,25.91551
42.04552,46.45159,34.19165,82.29474,19.39416,8.9787,11.70937,51.80626,31.59081,25.18221
42.30717,46.06985,33.71079,80.11049,19.24949,8.909244,11.57396,49.4511,31.56453,24.44849
42.51877,45.6451,33.27937,77.75488,19.1505,8.820613,11.52196,47.3297,31.74774,23.76037
43.29195,45.09246,32.97855,75.41734,19.14505,8.805602,11.59462,45.55231,32.2774,23.3143
44.16927,44.69803,32.6063,73.25885,18.96044,8.713887,11.6515,43.99086,32.79799,22.77259
44.80107,44.3606,32.36406,71.51045,18.86494,8.766459,11.69433,42.83923,33.62795,22.2904
45.88068,44.00439,32.08846,69.93761,18.68953,8.689317,11.77671,42.00454,34.6483,21.88523
47.22343,43.62679,31.86647,68.66702,18.43312,8.695474,11.80394,41.66452,36.06728,21.51303
48.34975,43.18241,31.44395,67.58276,18.15636,8.607345,11.63635,41.59216,37.49855,21.19351
49.37782,43.04105,31.17139,66.78957,17.91114,8.591784,11.5627,41.98171,39.18832,20.86384
50.39648,42.67612,30.87904,66.15836,17.77656,8.562364,11.43373,42.92636,40.7337,20.54784
51.83561,42.21145,30.64803,65.63203,17.55521,8.431624,11.2094,44.52071,41.89804,20.19259
52.99356,41.77513,30.52699,65.13414,17.39433,8.351779,11.09351,46.40257,42.76189,19.82709
54.57263,41.33313,30.41418,64.58389,17.27263,8.367108,11.01159,49.05461,43.0155,19.42583
56.20294,41.04712,30.15305,64.16048,17.20318,8.270394,10.94534,52.2225,42.30905,19.11023
58.65975,40.78169,29.98578,63.60769,17.14694,8.386909,10.78204,55.80654,40.84302,18.77244
61.24603,40.55737,29.66837,62.95789,16.98941,8.441657,10.7085,59.39816,38.82393,18.49216
64.48589,40.36185,29.42457,62.24722,16.80878,8.506963,10.666,62.75363,36.59318,18.19787
69.39481,40.14144,29.10905,61.64344,16.60242,8.577584,10.44439,65.33385,34.28446,17.94673
75.40455,39.89025,28.89627,61.14985,16.41341,8.691192,10.32318,66.82682,32.43966,17.72719
82.90659,39.54028,28.76556,60.89791,16.34982,8.61802,10.09061,66.78654,30.55383,17.55494
